f,sscd21,sscd11,sscc21,sscc11,ssdd21,ssdd11,s11,s21,s12,s22
1432865731.462926,(0.0016255189421383598+0.0004985317432708442j),(-0.0012767111258671056+0.001317409167951743j),(-0.9659769293307315-0.09185059990220391j),(-0.0058907410625899425+0.01322227556885488j),(-0.952407375562118-0.1000511500005441j),(-0.028128968048278625+0.05342196126752198j),(-0.01573314342956704+0.032004709250236754j),(-0.006784776884306794+0.0041002750491702005j),(-0.006784776884306735+0.004100275049169991j),(-0.01828656568130142+0.03463952758614012j)
1440881763.527054,(0.0015940502071586926+0.0007541802529072023j),(-0.0011572786119479058+0.00036984217119501433j),(-0.9694782955087387-0.04085016998931284j),(-0.00476089995293288+0.005857023125582394j),(-0.9579981091268028-0.04117060120091283j),(-0.02334033125293091+0.02199840234224954j),(-0.012893336990983889+0.013557870562721026j),(-0.005740093190967914+0.00016021560580017506j),(-0.005740093190967985+0.00016021560579980107j),(-0.015207894214879903+0.014297554905110912j)
1448897795.5911822,(0.0016367286291782968+0.0010164141368777108j),(-0.0011610905324686994-0.0005872274157854773j),(-0.9702309371417667+0.010270047374067427j),(-0.004413596024237567-0.0015866742049640316j),(-0.9588938103070092+0.01809761587462944j),(-0.022460766032766824-0.009823793352140928j),(-0.012276090496033575-0.005118006362767161j),(-0.005668563417378672-0.00391378425028144j),(-0.005668563417378447-0.003913784250280566j),(-0.014598271560970927-0.006292461194337784j)
1456913827.6553106,(0.0017537706669447095+0.0012697850084104172j),(-0.0012883575830402874-0.0015352113633450987j),(-0.9682319048259309+0.06135278309286507j),(-0.0048527213659075525-0.009024954759806993j),(-0.9550744773802761+0.07720200061008012j),(-0.02551094531773165-0.04148953941249875j),(-0.01389347575877935-0.02372203572280785j),(-0.0065787137228272554-0.007924608758607753j),(-0.006578713722826912-0.007924608758607352j),(-0.01647019092485981-0.02679245844949791j)
1464929859.7194388,(0.0019421843235610803+0.0014991283667759106j),(-0.0015359375127994325-0.002455811724446399j),(-0.9634886870820661+0.11224091512485798j),(-0.006072995349057683-0.01637404685990282j),(-0.9466119468275097+0.13559646897978156j),(-0.032417365671125895-0.07244922173105173j),(-0.017709242997292485-0.04195582257103097j),(-0.008438370127278255-0.011677776927462127j),(-0.008438370127277793-0.0116777769274615j),(-0.02078111802289111-0.04686744601992357j)
1472945891.7835672,(0.0021959324895973187+0.0016902800748040403j),(-0.0018974980290498104-0.003331736457834456j),(-0.9560191430509912+0.1627783780379176j),(-0.008060042076540251-0.023551314197912458j),(-0.9336660961413348+0.19275945013791965j),(-0.043016140258898175-0.10217791280408653j),(-0.023640593138669452-0.05953287704316518j),(-0.011176523454828158-0.01499053605000142j),(-0.01117652345482768-0.014990536050000697j),(-0.027435589196769-0.06619634995883375j)
1480961923.8476954,(0.0025062706603639073+0.0018307191513937254j),(-0.0023638529305325864-0.004147341532602124j),(-0.945851326635198+0.21281105381731286j),(-0.010790596098714073-0.030476280801390535j),(-0.9164764975128689+0.24821119823398846j),(-0.057061332265616-0.13019280366954064j),(-0.03156211125163249-0.07618720070286346j),(-0.014687414561164397-0.017700072208337886j),(-0.014687414561163967-0.0177000722083379j),(-0.03628981711269764-0.08448188376806771j)
1488977955.9118237,(0.002862226989764849+0.0019100917375259041j),(-0.0029234394399507754-0.004889154503336823j),(-0.9330232071757241+0.2621876276452225j),(-0.014232831271343975-0.0370716179448046j),(-0.8953503118708863+0.3015281472146727j),(-0.07423703941285952-0.15606768314272362j),(-0.04131149590215082-0.09168049604042722j),(-0.018836447652418743-0.0196702597847248j),(-0.018836447652419087-0.01967025978472539j),(-0.04715837478205263-0.10145880504710099j)
1496993987.975952,(0.003251180973054657+0.0019205850771308597j),(-0.0035628930389214573-0.005546248531248889j),(-0.9175822945239664+0.3107603938329443j),(-0.018346804861128784-0.04326407681236356j),(-0.8706475172917657+0.3523534844324486j),(-0.0941721357552027-0.17944364213750688j),(-0.05269657726924426-0.10580761094368628j),(-0.02346738861610036-0.020796545299752067j),(-0.02346738861610117-0.020796545299751914j),(-0.059822363347087286-0.11690010800618404j)
1505010020.04008,(0.003659491512357782+0.0018571369159121054j),(-0.004267670573379675-0.006110452393536615j),(-0.8995851786797042+0.3583859990370766j),(-0.023085006686307367-0.04898535261862374j),(-0.8427647165635419+0.40040353570696635j),(-0.11645642624038156-0.2000355977715348j),(-0.06550304588996489-0.11840002280154267j),(-0.028410231058081555-0.021008768334944875j),(-0.028410231058080965-0.02100876833494476j),(-0.0740383870367243-0.1306209275886156j)
1513026052.1042085,(0.00407312587789288+0.0017174822047772431j),(-0.005022673161085525-0.00657639851366059j),(-0.8790969959441153+0.4049261121747629j),(-0.02839300128638838-0.05417286811716656j),(-0.8121187600142177+0.4454699729808552j),(-0.14065697828722742-0.21763465056299608j),(-0.07950231662572224-0.12932736082642074j),(-0.03348911796494879-0.020271930403045896j),(-0.033489117964949064-0.02027193040304629j),(-0.08954766294789342-0.14248015785374196j)
1521042084.1683366,(0.004478247201312291+0.0015020530963238132j),(-0.005812826562168222-0.006941425155403379j),(-0.8561908347625853+0.4502480129144306j),(-0.03421014986109193-0.058770466813867696j),(-0.7791312739281403+0.4874182171156721j),(-0.16633354053828023-0.232106649571929j),(-0.09445901863751804-0.13849713303749484j),(-0.038529780417222825-0.018585102100620803j),(-0.038529780417222895-0.018585102100620365j),(-0.10608467176185428-0.1523799833483017j)
1529058116.2324648,(0.004861727946744332+0.0012137583962027187j),(-0.006623586490571834-0.0072053591071861295j),(-0.8309470951340809+0.49422509312191j),(-0.04047039797379824-0.06272900861662331j),(-0.7442149435263069+0.526182672671198j),(-0.1930522004386438-0.24338760480639784j),(-0.11013771271564914-0.14585294760432455j),(-0.04336607580388695-0.015978789774644002j),(-0.04336607580388714-0.015978789774643926j),(-0.12338488569679262-0.1602636658186968j)
1537074148.2965932,(0.005211568338200856+0.0008576742473644372j),(-0.007441347887221762-0.007370210810876125j),(-0.803452815697203+0.5367372680842408j),(-0.04710311472098439-0.06600686299607975j),(-0.7077621117983686+0.5617595816950705j),(-0.22039672016451306-0.25147673659636693j),(-0.12630856955552683-0.15137158898534717j),(-0.04784535194941695-0.012511156805414704j),(-0.047845351949417275-0.012511156805415133j),(-0.14119126532997042-0.16611201060709965j)
1545090180.3607216,(0.00551721015851081+0.0004406790941738903j),(-0.008253748624777568-0.007439815171613844j),(-0.7738009824340013+0.5776712966442392j),(-0.05403396915702405-0.06857029693296429j),(-0.6701359675348811+0.5941983239108698j),(-0.24797727859377505-0.2564279922263686j),(-0.1427518752506219-0.15505932940805234j),(-0.05183250744956005-0.008263513633314979j),(-0.05183250744956037-0.00826351363331533j),(-0.15925937250017713-0.16993895975128043j)
1553106212.4248497,(0.0057697462907392305-2.8936290348113847e-05j),(-0.00904986808546026-0.007419449035901922j),(-0.7420898324265539+0.6169210115139365j),(-0.06118583016506413-0.07039375694513927j),(-0.6316643431260492+0.6235919409899422j),(-0.27543660007930215-0.2583408106701194j),(-0.15926134703672296-0.15694783477172736j),(-0.055212744650252436-0.00333546473800294j),(-0.055212744650252187-0.00333546473800269j),(-0.1773610832076433-0.17178673284353133j)
1561122244.488978,(0.005962034026412988-0.0005418576087937166j),(-0.009820328726337452-0.007315451663099201j),(-0.7084221653159208+0.654387462968222j),(-0.06847967661892256-0.07146004629832904j),(-0.5926359464367696+0.6500675505975761j),(-0.3024536473962519-0.25735080455658105j),(-0.17564633328124987-0.157089973764356j),(-0.05789310943957564+0.002159956185322606j),(-0.05789310943957468+0.002159956185322387j),(-0.19528699073392478-0.17172087709055395j)
1569138276.5531063,(0.006088725236004011-0.0010881145093832867j),(-0.01055731384162302-0.007134868592465114j),(-0.6729046740965132+0.6899789808362227j),(-0.07583550553675995-0.07176040009632353j),(-0.5532987190456131+0.6737771705147071j),(-0.3287451886934375-0.25362088341155326j),(-0.1917330332734757-0.15555577316147343j),(-0.05980297752545002+0.008100905160757704j),(-0.05980297752544992+0.008100905160757746j),(-0.21284766095672183-0.16982551034640328j)
1577154308.6172345,(0.006146229130908454-0.0016574127670478944j),(-0.01125451739459811-0.006885133113977912j),(-0.6356473056728735+0.723611161195969j),(-0.08317322694051298-0.07129446231225378j),(-0.5138599422513803+0.6948893193977566j),(-0.3540656196985229-0.2473331888024973j),(-0.20736490592491985-0.1524286924433979j),(-0.06089368171074647+0.014360920899106223j),(-0.060893681710746786+0.014360920899106039j),(-0.22987394071411557-0.16619895867135398j)
1585170340.6813626,(0.006132623955939109-0.002239422976309857j),(-0.011907042436921172-0.006573793813021568j),(-0.5967626602467633+0.7552067854291095j),(-0.0904135352662481-0.07007016995785267j),(-0.4744876924942342+0.7135816171995594j),(-0.37820544283720614-0.2386820688072973j),(-0.22240244661480607-0.14780232556955333j),(-0.06113748387626475+0.020812584114774983j),(-0.06113748387626432+0.02081258411477531j),(-0.24621653148864833-0.1609499131955964j)
1593186372.745491,(0.006047533069580113-0.002824022413004168j),(-0.012511263793677563-0.006208291819252955j),(-0.556365437126978+0.7846956802988035j),(-0.09747874838128587-0.06810355049009612j),(-0.4353132660535244+0.7300344863823908j),(-0.4009887875057475-0.227868197668212j),(-0.2367225041498389-0.14177758225990095j),(-0.06052608553672658+0.027330596958206603j),(-0.06052608553672716+0.027330596958206402j),(-0.2617450317371945-0.1541941658984072j)
1601202404.8096192,(0.0058919790303902375-0.0034014904857018746j),(-0.013064668904204366-0.0057957876412699574j),(-0.5145719329974785+0.8120145284712221j),(-0.10429360651665993-0.06541843922551191j),(-0.3964342357175684+0.7444259599679004j),(-0.42227031386304803-0.21509385172213094j),(-0.2502172912856496-0.1344603578325516j),(-0.059068848639955075+0.03379428425166082j),(-0.05906884863995523+0.03379428425166116j),(-0.27634662909405827-0.1460519331150914j)
1609218436.8737473,(0.005668226975956314-0.003962660863051082j),(-0.01356568843652746-0.005343034815826861j),(-0.47149959707889083+0.8371066394075574j),(-0.11078602467983505-0.06204612397737909j),(-0.35791785791656566+0.7569275345765946j),(-0.44193178786711057-0.2005592850844573j),(-0.2627932178369453-0.1259596697150912j),(-0.05679086958116271+0.040089552415481566j),(-0.05679086958116277+0.0400895524154818j),(-0.28992459471000026-0.13664573934674523j)
1617234468.9378757,(0.005379626113769076-0.004499035044393085j),(-0.014013525896454021-0.004856295927325893j),(-0.4272666460099809+0.8599216908137757j),(-0.11688779333593843-0.058024924361967406j),(-0.31980460851818104+0.7677009632144175j),(-0.45987855695306445-0.18446010537916047j),(-0.2743696492480475-0.11638621894323802j),(-0.053731018745900014+0.046110363799679005j),(-0.05373101874589965+0.04611036379967892j),(-0.3023967010409555-0.1260988107978895j)
1625250501.0020041,(0.005030455787158272-0.0050028630141824015j),(-0.014407993178320408-0.004341295682292651j),(-0.38199173969486905+0.880415450858817j),(-0.12253522330135445-0.0533997132549278j),(-0.2821116828356297+0.7768958593677177j),(-0.47603610004127844-0.1669855267138215j),(-0.2848776684929963-0.10585132430208201j),(-0.04994002842961978+0.051759795745549814j),(-0.049940028429619726+0.05175979574554988j),(-0.31369365484963657-0.11453391566666721j)
1633266533.0661323,(0.0046257804820824255-0.005467196878499392j),(-0.014749357002244362-0.003803205459203138j),(-0.33579371784037415+0.8985494911737276j),(-0.12766973185109978-0.048221387742263894j),(-0.24483634660462586+0.7846479761978675j),(-0.49034677629641665-0.148317369269795j),(-0.29425889707151376-0.09446617304682639j),(-0.045478685617873923+0.056950757487930034j),(-0.04547868561787455+0.05695075748793041j),(-0.3237576110760024-0.10207258396523321j)
1641282565.1302605,(0.0041713163708670675-0.0058859232053782296j),(-0.015038199522700649-0.0032466539121759064j),(-0.2887913954739135+0.9142909002437081j),(-0.1322383679764187-0.04254629663132373j),(-0.2079590679368109+0.7910780277735596j),(-0.5027668560800282-0.12862967773501632j),(-0.3024644125055231-0.08234133327099402j),(-0.04041616376855167+0.061606436235074204j),(-0.04041616376855102+0.06160643623507461j),(-0.33254081155092385-0.08883464109534614j)
1649298597.1943889,(0.0036733105608205002-0.00625377933322363j),(-0.015275295090168117-0.002675758630240891j),(-0.24110341440872285+0.9276120062248199j),(-0.13619427552357827-0.036435631198974736j),(-0.17144639515281468+0.7962909295013381j),(-0.5132638852852722-0.10808884041965008j),(-0.309453785314257-0.06958647717907153j),(-0.034828509627953905+0.06566053836174107j),(-0.034828509627954404+0.06566053836174095j),(-0.3400043754945932-0.07493799443955361j)
1657314629.258517,(0.003138433107324534-0.006566358293438879j),(-0.015461504180554406-0.0020941744170363263j),(-0.1928481464272796+0.9384901174816253j),(-0.13949709358856183-0.029954785391639108j),(-0.13525357244063535+0.8003753491976657j),(-0.5218144102384954-0.08685410413244171j),(-0.31519424773297466-0.05631027034500392j),(-0.028797286993322825+0.06905738414197976j),(-0.028797286993321427+0.06905738414197993j),(-0.3461172560940825-0.06049861917907717j)
1665330661.3226452,(0.002573681021495272-0.0068201063016054j),(-0.015597684835257752-0.0015051543655820333j),(-0.14414364289796783+0.9469072882759324j),(-0.14211329403238257-0.02317269119049658j),(-0.09932690547230069+0.8034034763936602j),(-0.5284020736172967-0.06507839441895946j),(-0.3196599989895819-0.042620388439145944j),(-0.022408368712833564+0.07175190594113619j),(-0.022408368712833557+0.0717519059411364j),(-0.35085536866009737-0.04563069717030991j)
1673346693.3867736,(0.0019862929040548732-0.0070123160644108284j),(-0.015684621529392345-0.0009116204935027518j),(-0.09510762463241053+0.9528501160641343j),(-0.14401645632209192-0.016161134349112562j),(-0.06360590363953396+0.8054309340082344j),(-0.5330160811694797-0.04290936492471921j),(-0.3228316472163934-0.02862362914341313j),(-0.01575086049643832+0.07370959102794991j),(-0.01575086049643806+0.07370959102794983j),(-0.3542008902751783-0.030446870130418278j)
1681362725.4509017,(0.0013836724209999735-0.007141118461686524j),(-0.015722971156285487-0.0003162412322727723j),(-0.045857505034621764+0.9563095758037863j),(-0.14518748010439192-0.00899405523152226j),(-0.028025235630171647+0.8064967725925047j),(-0.5356500331939071-0.02049061235362068j),(-0.324695785492864-0.014426092560298724j),(-0.008916134702225154+0.0749064016056406j),(-0.008916134702224911+0.07490640160564055j),(-0.3561417278054351-0.015058575024843724j)
1689378757.51503,(0.0007733185613350315-0.00720547451073833j),(-0.01571322573670307+0.00027848649745993164j),(0.0034895610097146037+0.9572808955489789j),(-0.1456147359981369-0.0017468390542576438j),(0.007483458268151339+0.8066235025210498j),(-0.536301112610896+0.002036995932887406j),(-0.32524469856781335-0.0001334080581450241j),(-0.001996948629218533+0.07532869651396447j),(-0.0019969486292180385+0.07532869651396457j),(-0.3566711500412196+0.00042356493677583504j)
1697394789.5791583,(0.00016276044655956154-0.007205168907179538j),(-0.015655691488767595+0.000870152558997095j),(0.05281661050638374+0.9557634764468381j),(-0.14529415507061+0.005504400510710344j),(0.04298984960230687+0.8058171336997315j),(-0.5349696219777085+0.024533926577860583j),(-0.32447619703539193+0.014149010985288504j),(0.004913380452038002+0.07497317137355337j),(0.004913380452038812+0.07497317137355326j),(-0.3557875800129266+0.01588931610328294j)
1705410821.6432867,(-0.0004405056295739146-0.007140805857012822j),(-0.015550483992725295+0.001456347935426849j),(0.1020067962908066+0.9517608590494444j),(-0.1442292573646748+0.012683540665616699j),(0.07856325109919457+0.8040672057193914j),(-0.5316588640913779+0.04686055672629419j),(-0.32239357673530145+0.028315700760528882j),(0.011721772595805322+0.07384682666502661j),(0.011721772595806708+0.07384682666502639j),(-0.35349454472075137+0.031228396631381165j)
1713426853.7074149,(-0.0010290792817615885-0.007013807357716173j),(-0.015397539320558429+0.0020345797386289027j),(0.15094330998531563+0.9452807366405622j),(-0.1424311196978321+0.019715168184463908j),(0.11427094122999429+0.8013468041976719j),(-0.5263753640689828+0.06887575941862306j),(-0.31900570256284855+0.0422608840629143j),(0.0183361843776612+0.07196696622144498j),(0.018336184377660134+0.07196696622144547j),(-0.3498007812039662+0.046330043540173116j)
1721442885.771543,(-0.0015957215595112512-0.00682641353749508j),(-0.015196641143977563+0.0026021885151487727j),(0.19950931243326603+0.9363350150570924j),(-0.13991828278837454+0.026525293940458727j),(0.15017643366158612+0.7976125716806539j),(-0.5191294342726436+0.09043553526543555j),(-0.3143272173865313+0.055878226087798195j),(0.024666439385840237+0.06936122168821914j),(0.02466643938583982+0.06936122168821975j),(-0.3447204996744867+0.06108260311809665j)
1729458917.8356714,(-0.002133425163465111-0.006581684107237862j),(-0.014947463955962886+0.0031562696013434192j),(0.24758787992517728+0.9249399172732391j),(-0.13671659760862093+0.03304205963600182j),(0.18633764288114535+0.7928047343020499j),(-0.5099360864423839+0.11139173093055005j),(-0.3083788780695394+0.06906062568193247j),(0.030625118522016027+0.06606759148559446j),(0.030625118522015694+0.0660675914855941j),(-0.33827380598146534+0.07537316488461955j)
1737474949.8997996,(-0.0026354914483061043-0.00628349940632178j),(-0.014649632610952354+0.0036936005210503123j),(0.2950619742421903+0.9111161298227778j),(-0.13285901074896173+0.039196432908039404j),(0.2228049004103655+0.7868471787617601j),(-0.4988162971764292+0.13159089084045494j),(-0.3011880213517433+0.08170006135319696j),(0.036128536915912265+0.06213447553050894j),(0.03612853691591274+0.06213447553050917j),(-0.33048728657364773+0.0890872623952972j)
1745490981.9639277,(-0.003095616076344787-0.005936558922503277j),(-0.014302798373616255+0.004210576764795273j),(0.34181444410548933+0.8948889869748209j),(-0.1283852885278508+0.044922886682222746j),(0.2596187811524883+0.7796476283308826j),(-0.48579863264860107+0.15087329703345145j),(-0.2927891622146093+0.09368751509304137j),(0.041097831476500965+0.05762067932196868j),(0.041097831476499994+0.057620679321969015j),(-0.32139475896184216+0.10210866862263396j)
1753507014.0280561,(-0.0035079848397917557-0.005546374536073095j),(-0.01390673152966787+0.004703158728153974j),(0.3877280650352473+0.8762886874651225j),(-0.12334167962641157+0.05016005826716471j),(0.29680770724063116+0.7710979815907911j),(-0.4709212352656042+0.16907226288684357j),(-0.28322472591634035+0.10491300184885051j),(0.04546017889730768+0.05259535293716602j),(0.04546017889730863+0.05259535293716516j),(-0.3110381889756753+0.11431931930515776j)
1761523046.0921845,(-0.003867380675366655-0.00511925508768174j),(-0.013461430313050637+0.005166833097183486j),(0.432685623889857+0.8553505375349602j),(-0.11778051618416854+0.054851383236708705j),(0.33438530818529255+0.7610748932881175j),(-0.45423416781658243+0.18601375913074442j),(-0.2725459116873247+0.11526573808654285j),(0.04915015785228232+0.04713782212342105j),(0.049150157852281995+0.04713782212342091j),(-0.2994687723134255+0.12559940428091215j)
1769539078.1563125,(-0.004169302210028786-0.004662278221209792j),(-0.012967245398168459+0.0055965925176317405j),(0.4765700534766424+0.8321152130609367j),(-0.11175975358176327+0.05894569867006556j),(0.3723475322184131+0.749440692491912j),(-0.4358020984266971+0.2015164642737896j),(-0.2608136806060616+0.12463448895429567j),(0.05211126062911489+0.04133726028451197j),(0.05211126062911432+0.041337260284512706j),(-0.28674817140239856+0.13582767398956008j)
1777555110.2204409,(-0.004410093258259473-0.004183244849313983j),(-0.012425018447605587+0.0059869379201824835j),(0.5192646216028188+0.8066290326924757j),(-0.1053424495694162+0.06239780983641688j),(0.4106695256459798+0.7360447481470783j),(-0.41570729113125027+0.21539234509052968j),(-0.2480998519027281+0.1329081395432912j),(0.05429754797841881+0.035292142272699174j),(0.0542975479784203+0.035292142272697904j),(-0.2729498887979384+0.1448820153836553j)
