f,S11,S12,S21,S22
87850000.1215,(0.12604332295971654+0.16188263116379598j),(0.08221611191404869+0.08934217494953024j),(0.08221611191404739+0.08934217494953547j),(0.1257440610436806+0.1619500014688284j)
87900000.12099999,(0.12677706225537264+0.16207780537817207j),(0.08264436420510254+0.08937934453246983j),(0.0826443642051022+0.08937934453247048j),(0.12647828900307434+0.16214657144894767j)
87950000.1205,(0.1275109062755927+0.1622695238837645j),(0.08307207280407358+0.0894143548600243j),(0.08307207280407351+0.08941435486002319j),(0.12721262859220178+0.16233968122801123j)
88000000.11999999,(0.12824483861166905+0.16245779345195943j),(0.08349922686287604+0.08944721531326953j),(0.08349922686287617+0.08944721531326731j),(0.1279470633574203+0.16252933754394575j)
88050000.1195,(0.12897884295685128+0.1626426209187341j),(0.08392581564546604+0.08947793531355588j),(0.08392581564546456+0.0894779353135628j),(0.12868157694693064+0.16271554719973233j)
88100000.119,(0.1297129031062527+0.1628240131835045j),(0.08435182852763694+0.0895065243213431j),(0.08435182852763586+0.0895065243213469j),(0.12941615311072308+0.16289831706224303j)
88150000.1185,(0.130447002956757+0.1630019772079892j),(0.08477725499681124+0.08953299183499674j),(0.08477725499681187+0.08953299183499318j),(0.13015077570044062+0.1630776540611126j)
88200000.118,(0.13118112650690128+0.16317652001507707j),(0.0852020846518144+0.08955734738963379j),(0.08520208465181434+0.08955734738963382j),(0.13088542866928624+0.16325356518760106j)
88250000.11749999,(0.13191525785673722+0.16334764868770044j),(0.08562630720263753+0.08957960055597954j),(0.08562630720263716+0.08957960055598119j),(0.1316200960719234+0.1634260574934602j)
88300000.117,(0.13264938120771982+0.16351537036772185j),(0.08604991247019766+0.0895997609391979j),(0.08604991247019626+0.08959976093920345j),(0.13235476206430816+0.16359513808983167j)
88350000.11649999,(0.1333834808625483+0.16367969225483364j),(0.08647289038608064+0.08961783817777183j),(0.08647289038608051+0.08961783817777126j),(0.13308941090356813+0.16376081414613514j)
88400000.116,(0.13411754122501163+0.16384062160545304j),(0.0868952309922777+0.08963384194234993j),(0.08689523099227789+0.08963384194234761j),(0.1338240269478647+0.1639230928889621j)
88450000.1155,(0.13485154679984274+0.16399816573163406j),(0.08731692444091008+0.08964778193465114j),(0.08731692444091087+0.08964778193464504j),(0.1345585946562172+0.16408198160099527j)
88500000.115,(0.13558548219251532+0.16415233199999962j),(0.0877379609939465+0.08965966788633835j),(0.08773796099394743+0.08965966788633284j),(0.1352930985883344+0.1642374876199285j)
88550000.1145,(0.13631933210908811+0.1643031278306609j),(0.08815833102290763+0.0896695095579255j),(0.08815833102290718+0.08966950955792728j),(0.1360275234044392+0.16438961833739177j)
88600000.114,(0.13705308135599617+0.164450560696157j),(0.08857802500856432+0.08967731673769118j),(0.08857802500856403+0.08967731673769196j),(0.13676185386509046+0.16453838119788713j)
88650000.1135,(0.13778671483985966+0.16459463812040964j),(0.0889970335406274+0.08968309924057737j),(0.08899703354062623+0.08968309924058412j),(0.1374960748309701+0.16468378369774042j)
88700000.11299999,(0.13852021756727148+0.16473536767767277j),(0.08941534731742282+0.08968686690714901j),(0.08941534731742329+0.08968686690714561j),(0.1382301712626914+0.16482583338405188j)
88750000.1125,(0.13925357464457666+0.16487275699150486j),(0.08983295714556998+0.08968862960248505j),(0.08983295714556973+0.08968862960248425j),(0.13896412822057028+0.16496453785366635j)
88800000.112,(0.13998677127764897+0.16500681373374376j),(0.09024985393963618+0.0896883972151766j),(0.0902498539396363+0.08968839721517786j),(0.13969793086440735+0.16509990475214786j)
88850000.1115,(0.14071979277164462+0.16513754562348854j),(0.0906660287217925+0.08968617965625912j),(0.09066602872179268+0.0896861796562549j),(0.14043156445328425+0.1652319417727505j)
88900000.111,(0.14145262453078453+0.16526496042609626j),(0.0910814726214615+0.0896819868581715j),(0.09108147262146218+0.08968198685816547j),(0.14116501434526518+0.16536065665542998j)
88950000.1105,(0.14218525205807486+0.16538906595218217j),(0.09149617687495384+0.08967582877374936j),(0.09149617687495429+0.08967582877374426j),(0.14189826599721544+0.1654860571858286j)
89000000.11,(0.14291766095506978+0.16550987005663417j),(0.09191013282509604+0.08966771537520346j),(0.09191013282509615+0.08966771537520397j),(0.1426313049644953+0.16560815119429415j)
89050000.10949999,(0.14364983692157324+0.16562738063764387j),(0.09232333192085443+0.08965765665312794j),(0.0923233319208547+0.08965765665312275j),(0.14336411690072537+0.165726946554905j)
89100000.109,(0.1443817657554175+0.16574160563571916j),(0.0927357657169494+0.08964566261548024j),(0.09273576571694982+0.08964566261547639j),(0.14409668755750726+0.1658424511844864j)
89150000.1085,(0.14511343335212482+0.1658525530327378j),(0.09314742587346148+0.08963174328662321j),(0.09314742587346173+0.08963174328661912j),(0.14482900278414934+0.1659546730416581j)
89200000.108,(0.14584482570466245+0.16596023085099695j),(0.09355830415543219+0.0896159087063396j),(0.0935583041554318+0.08961590870634065j),(0.14556104852736676+0.1660636201258851j)
89250000.1075,(0.14657592890311427+0.1660646471522676j),(0.09396839243245506+0.08959816892887462j),(0.09396839243245474+0.08959816892887393j),(0.1462928108310222+0.16616930047652412j)
89300000.107,(0.1473067291344031+0.16616581003686753j),(0.09437768267826459+0.08957853402196854j),(0.09437768267826453+0.08957853402196914j),(0.14702427583578656+0.16627172217190317j)
89350000.1065,(0.14803721268197262+0.1662637276427324j),(0.09478616697031353+0.08955701406592474j),(0.0947861669703135+0.08955701406592609j),(0.1477554297788664+0.1663708933283861j)
89400000.10599999,(0.14876736592546144+0.166358408144515j),(0.09519383748934615+0.08953361915267058j),(0.09519383748934575+0.08953361915267397j),(0.14848625899367454+0.16646682209946823j)
89450000.1055,(0.14949717534039894+0.1664498597526718j),(0.09560068651896275+0.08950835938483659j),(0.0956006865189625+0.08950835938483763j),(0.14921674990951286+0.16655951667486527j)
89500000.10499999,(0.15022662749786764+0.1665380907125685j),(0.0960067064451831+0.08948124487483146j),(0.09600670644518307+0.08948124487483128j),(0.14994688905125445+0.16664898527961464j)
89550000.1045,(0.15095570906416184+0.166623109303606j),(0.09641188975599695+0.0894522857439522j),(0.09641188975599745+0.08945228574394448j),(0.1506766630390102+0.16673523617319666j)
89600000.104,(0.15168440680046816+0.1667049238383325j),(0.09681622904091722+0.0894214921214647j),(0.09681622904091738+0.08942149212146404j),(0.15140605858778594+0.16681827764865173j)
89650000.1035,(0.15241270756249167+0.1667835426615861j),(0.09721971699051363+0.08938887414376061j),(0.09721971699051407+0.08938887414375385j),(0.1521350625071452+0.1668981180317144j)
89700000.103,(0.15314059830013127+0.16685897414963674j),(0.09762234639595888+0.08935444195343019j),(0.09762234639595863+0.08935444195342963j),(0.15286366170086443+0.16697476567995506j)
89750000.10249999,(0.1538680660571049+0.16693122670933158j),(0.09802411014855243+0.08931820569844491j),(0.09802411014855292+0.08931820569843922j),(0.15359184316657717+0.16704822898192237j)
89800000.102,(0.1545950979705965+0.1670003087772704j),(0.09842500123925293+0.08928017553126044j),(0.09842500123925298+0.08928017553125714j),(0.1543195939953968+0.1671185163563249j)
89850000.10149999,(0.1553216812708791+0.16706622881896693j),(0.09882501275819205+0.08924036160800276j),(0.09882501275819218+0.08924036160800303j),(0.15504690137158395+0.16718563625117577j)
89900000.101,(0.15604780328095375+0.1671289953280296j),(0.09922413789419547+0.08919877408761674j),(0.09922413789419554+0.08919877408761506j),(0.1557737525721541+0.16724959714298154j)
89950000.1005,(0.15677345141616042+0.16718861682535663j),(0.09962236993429024+0.08915542313103793j),(0.09962236993429013+0.08915542313104094j),(0.15650013496651904+0.16731040753593232j)
90000000.1,(0.1574986131838066+0.16724510185833286j),(0.10001970226321354+0.08911031890038992j),(0.10001970226321331+0.08911031890039016j),(0.15722603601608934+0.1673680759610958j)
90050000.0995,(0.15822327618277612+0.16729845900003554j),(0.10041612836291246+0.08906347155815751j),(0.10041612836291271+0.08906347155815879j),(0.157951443273902+0.16742261097562397j)
90100000.09899999,(0.15894742810313225+0.16734869684845288j),(0.1008116418120402+0.08901489126640416j),(0.10081164181203991+0.08901489126640995j),(0.15867634438423586+0.16747402116196392j)
90150000.0985,(0.15967105672573245+0.16739582402571535j),(0.10120623628545027+0.08896458818599093j),(0.10120623628545027+0.08896458818599048j),(0.1594007270822072+0.16752231512709298j)
90200000.09799999,(0.16039414992181406+0.16743984917732627j),(0.1015999055536853+0.08891257247577014j),(0.10159990555368494+0.08891257247576861j),(0.16012457919338025+0.1675675015017435j)
90250000.0975,(0.16111669565260903+0.16748078097140864j),(0.10199264348245887+0.08885885429185052j),(0.10199264348245861+0.0888588542918435j),(0.16084788863336763+0.16760958893964573j)
90300000.097,(0.1618386819689257+0.16751862809795445j),(0.10238444403213777+0.08880344378681328j),(0.10238444403213771+0.08880344378680792j),(0.1615706434074252+0.16764858611678038j)
90350000.0965,(0.16256009701073004+0.16755339926809856j),(0.10277530125721847+0.08874635110898169j),(0.10277530125721833+0.08874635110897965j),(0.1622928316100315+0.16768450173064595j)
90400000.096,(0.16328092900674182+0.16758510321338135j),(0.10316520930580074+0.08868758640167074j),(0.10316520930580055+0.08868758640167264j),(0.16301444142449176+0.16771734449952042j)
90450000.09549999,(0.1640011662740161+0.16761374868503037j),(0.10355416241905395+0.0886271598024663j),(0.10355416241905388+0.08862715980246505j),(0.16373546112251267+0.16774712316173904j)
90500000.095,(0.16472079721751123+0.16763934445325585j),(0.10394215493068847+0.08856508144248564j),(0.10394215493068841+0.08856508144248486j),(0.16445587906378273+0.16777384647499233j)
90550000.09449999,(0.16543981032966468+0.16766189930654643j),(0.1043291812664117+0.08850136144569266j),(0.10432918126641154+0.08850136144568815j),(0.16517568369555757+0.1677975232156104j)
90600000.094,(0.16615819418997987+0.16768142205097572j),(0.10471523594339441+0.08843600992817124j),(0.10471523594339444+0.08843600992816872j),(0.16589486355221356+0.16781816217787804j)
90650000.0935,(0.1668759374645751+0.16769792150951737j),(0.10510031356972185+0.08836903699745544j),(0.1051003135697217+0.0883690369974514j),(0.16661340725484441+0.16783577217334203j)
90700000.093,(0.16759302890575323+0.1677114065213778j),(0.10548440884385053+0.08830045275182734j),(0.10548440884385031+0.08830045275182556j),(0.1673313035108101+0.16785036203013964j)
90750000.0925,(0.16830945735156902+0.16772188594132517j),(0.1058675165540579+0.08823026727965791j),(0.10586751655405784+0.08823026727965791j),(0.16804854111330922+0.16786194059232704j)
90800000.092,(0.16902521172538484+0.1677293686390356j),(0.10624963157789162+0.08815849065873292j),(0.10624963157789165+0.0881584906587374j),(0.16876510894093444+0.16787051671922523j)
90850000.0915,(0.1697402810354353+0.16773386349843308j),(0.10663074888161236+0.08808513295561013j),(0.10663074888161224+0.08808513295560981j),(0.16948099595725086+0.1678760992847549j)
90900000.09099999,(0.1704546543743616+0.16773537941707187j),(0.10701086351963918+0.08801020422494749j),(0.10701086351963947+0.08801020422495143j),(0.17019619121032217+0.16787869717681603j)
90950000.0905,(0.1711683209187912+0.16773392530548287j),(0.10738997063399168+0.08793371450890294j),(0.10738997063399167+0.08793371450890217j),(0.17091068383229488+0.16787831929663571j)
91000000.09,(0.17188126992886527+0.16772951008656545j),(0.10776806545372475+0.08785567383646796j),(0.1077680654537248+0.08785567383646854j),(0.17162446303892306+0.1678749745581564j)
91050000.0895,(0.17259349074779518+0.1677221426949696j),(0.10814514329436813+0.0877760922228811j),(0.10814514329436865+0.08777609222288378j),(0.1723375181291476+0.16786867188740792j)
91100000.089,(0.17330497280141105+0.16771183207648604j),(0.1085211995573592+0.08769497966900033j),(0.10852119955735927+0.08769497966900525j),(0.17304983848461922+0.16785942022190803j)
91150000.0885,(0.17401570559769544+0.16769858718745662j),(0.10889622972947686+0.08761234616071253j),(0.10889622972947653+0.0876123461607093j),(0.17376141356926433+0.16784722851005873j)
91200000.088,(0.17472567872633896+0.16768241699417913j),(0.10927022938227045+0.08752820166831127j),(0.10927022938227107+0.08752820166831887j),(0.17447223292879835+0.1678321057105593j)
91250000.08749999,(0.17543488185826348+0.16766333047233148j),(0.10964319417149201+0.08744255614597223j),(0.10964319417149244+0.08744255614597785j),(0.17518228619030612+0.16781406079182007j)
91300000.087,(0.17614330474517467+0.16764133660639738j),(0.11001511983651972+0.08735541953111939j),(0.11001511983652039+0.08735541953112508j),(0.17589156306176176+0.16779310273138384j)
91350000.0865,(0.17685093721909223+0.16761644438910095j),(0.11038600219978725+0.08726680174389344j),(0.11038600219978739+0.0872668017438949j),(0.17660005333156298+0.16776924051536932j)
91400000.086,(0.17755776919188426+0.16758866282085416j),(0.11075583716620592+0.08717671268657619j),(0.11075583716620628+0.08717671268657938j),(0.17730774686807732+0.16774248313790466j)
91450000.0855,(0.17826379065480852+0.16755800090920553j),(0.11112462072259041+0.087085162243061j),(0.11112462072259091+0.0870851622430646j),(0.17801463361918213+0.1677128396005812j)
91500000.085,(0.17896899167803546+0.16752446766830376j),(0.11149234893707899+0.08699216027829824j),(0.11149234893707921+0.08699216027830091j),(0.1787207036117872+0.1676803189119099j)
91550000.0845,(0.17967336241018064+0.1674880721183702j),(0.11185901795855659+0.08689771663776827j),(0.11185901795855639+0.08689771663776752j),(0.17942594695137534+0.1676449300867904j)
91600000.08399999,(0.1803768930778487+0.16744882328515895j),(0.11222462401607064+0.08680184114695161j),(0.1122246240160713+0.0868018411469564j),(0.18013035382153117+0.16760668214597857j)
91650000.0835,(0.1810795739851435+0.16740673019946015j),(0.11258916341825784+0.08670454361083965j),(0.11258916341825723+0.08670454361083722j),(0.18083391448348798+0.1675655841155716j)
91700000.08299999,(0.1817813955132051+0.1673618018965871j),(0.11295263255275284+0.08660583381338219j),(0.11295263255275365+0.08660583381338782j),(0.18153661927562031+0.1675216450265088j)
91750000.0825,(0.18248234811974726+0.16731404741586506j),(0.11331502788561558+0.08650572151704744j),(0.11331502788561577+0.08650572151704825j),(0.18223845861302174+0.1674748739140445j)
91800000.082,(0.18318242233856294+0.16726347580015352j),(0.11367634596074026+0.08640421646227683j),(0.11367634596074082+0.0864042164622808j),(0.18293942298700056+0.16742527981727623j)
91850000.0815,(0.1838816087790733+0.16721009609535223j),(0.11403658339927664+0.08630132836704567j),(0.11403658339927682+0.08630132836704704j),(0.1836395029646176+0.16737287177864524j)
91900000.081,(0.18457989812583853+0.1671539173499276j),(0.11439573689904403+0.08619706692636159j),(0.11439573689904424+0.08619706692636267j),(0.18433868918821109+0.167317658843463j)
91950000.08049999,(0.18527728113808228+0.1670949486144474j),(0.11475380323394865+0.0860914418118188j),(0.11475380323394746+0.08609144181181308j),(0.1850369723749292+0.16725965005943713j)
92000000.08,(0.18597374864923538+0.16703319894110857j),(0.11511077925339454+0.08598446267111973j),(0.11511077925339416+0.08598446267111737j),(0.18573434331625113+0.1671988544762046j)
